layer,county_fips,county_name,h3,black_alone_apportioned,black_alone_delta,black_alone_point,dem_votes_apportioned,dem_votes_delta,dem_votes_point,hispanic_or_latino_apportioned,hispanic_or_latino_delta,hispanic_or_latino_point,non_hispanic_white_alone_apportioned,non_hispanic_white_alone_delta,non_hispanic_white_alone_point,rep_votes_apportioned,rep_votes_delta,rep_votes_point,total_population_apportioned,total_population_delta,total_population_point,total_votes_apportioned,total_votes_delta,total_votes_point,voting_age_population_apportioned,voting_age_population_delta,voting_age_population_point,white_alone_apportioned,white_alone_delta,white_alone_point
blocks,001,Alamance,872a8b02dffffff,0.415667,0.415667,0.0,,,,0.717114,0.717114,0.0,8.455808,8.455808,0.0,,,,10.648362,10.648362,0.0,,,,8.862057,8.862057,0.0,8.757255,8.757255,0.0
blocks,001,Alamance,872a8b040ffffff,0.04723,0.04723,0.0,,,,2.733371,-0.266629,3.0,157.932423,-19.067577,177.0,,,,169.944854,-21.055146,191.0,,,,141.801238,-17.198762,159.0,157.932423,-19.067577,177.0
blocks,001,Alamance,872a8b041ffffff,4.253218,1.253218,3.0,,,,6.353774,-1.646226,8.0,204.815514,-64.184486,269.0,,,,218.054199,-64.945801,283.0,,,,185.225318,-59.774682,245.0,204.850414,-64.149586,269.0
blocks,001,Alamance,872a8b043ffffff,2.235772,0.235772,2.0,,,,9.086642,1.086642,8.0,146.322059,28.322059,118.0,,,,164.218895,31.218895,133.0,,,,127.471385,26.471385,101.0,146.322059,28.322059,118.0
blocks,001,Alamance,872a8b044ffffff,119.265911,-23.734089,143.0,,,,53.255029,-9.744971,63.0,608.647743,-145.352257,754.0,,,,861.306234,-185.693766,1047.0,,,,611.786684,-130.213316,742.0,621.196325,-148.803675,770.0
blocks,001,Alamance,872a8b045ffffff,20.538472,18.538472,2.0,,,,14.845373,10.845373,4.0,338.918457,263.918457,75.0,,,,388.905042,300.905042,88.0,,,,311.503916,239.503916,72.0,340.499701,264.499701,76.0
blocks,001,Alamance,872a8b046ffffff,77.052035,38.052035,39.0,,,,28.898943,11.898943,17.0,257.654378,123.654378,134.0,,,,424.489245,181.489245,243.0,,,,270.882855,120.882855,150.0,269.40533,129.40533,140.0
blocks,001,Alamance,872a8b048ffffff,7.871857,-2.128143,10.0,,,,8.27422,-4.72578,13.0,194.529695,-149.470305,344.0,,,,224.17876,-161.82124,386.0,,,,165.070379,-123.929621,289.0,194.987828,-150.012172,345.0
blocks,001,Alamance,872a8b049ffffff,7.56633,0.56633,7.0,,,,11.498691,3.498691,8.0,159.138511,32.138511,127.0,,,,184.211041,37.211041,147.0,,,,151.776941,21.776941,130.0,163.004469,33.004469,130.0
blocks,001,Alamance,872a8b04affffff,14.78476,-3.21524,18.0,,,,11.1459,1.1459,10.0,132.650779,43.650779,89.0,,,,171.173227,43.173227,128.0,,,,130.774124,32.774124,98.0,135.002881,44.002881,91.0
blocks,001,Alamance,872a8b04bffffff,2.508492,0.508492,2.0,,,,5.938095,1.938095,4.0,85.743785,66.743785,19.0,,,,104.48291,72.48291,32.0,,,,87.659366,62.659366,25.0,87.916611,66.916611,21.0
blocks,001,Alamance,872a8b04cffffff,4.693989,-4.306011,9.0,,,,4.878975,-3.121025,8.0,130.702531,-100.297469,231.0,,,,144.958307,-111.041693,256.0,,,,114.898718,-87.101282,202.0,130.702531,-100.297469,231.0
blocks,001,Alamance,872a8b04dffffff,1.594553,-1.405447,3.0,,,,8.810237,-6.189763,15.0,127.450945,-40.549055,168.0,,,,141.120176,-50.879824,192.0,,,,109.012361,-42.987639,152.0,129.847865,-44.152135,174.0
blocks,001,Alamance,872a8b04effffff,8.73468,4.73468,4.0,,,,5.620267,0.620267,5.0,110.086919,29.086919,81.0,,,,132.661363,34.661363,98.0,,,,107.880256,29.880256,78.0,112.047609,29.047609,83.0
blocks,001,Alamance,872a8b05dffffff,0.381147,0.381147,0.0,,,,0.153698,0.153698,0.0,1.375745,1.375745,0.0,,,,2.154462,2.154462,0.0,,,,1.847065,1.847065,0.0,1.375745,1.375745,0.0
blocks,001,Alamance,872a8b060ffffff,709.627183,17.627183,692.0,,,,363.237218,18.237218,345.0,2162.340013,111.340013,2051.0,,,,3530.592605,142.592605,3388.0,,,,2864.599492,117.599492,2747.0,2219.955842,111.955842,2108.0
blocks,001,Alamance,872a8b061ffffff,38.524025,-7.475975,46.0,,,,38.641056,3.641056,35.0,417.300116,-34.699884,452.0,,,,512.554989,-35.445011,548.0,,,,421.527654,-35.472346,457.0,419.792504,-33.207496,453.0
blocks,001,Alamance,872a8b062ffffff,560.430527,-38.569473,599.0,,,,222.7635,-21.2365,244.0,1583.137637,-161.862363,1745.0,,,,2679.605321,-237.394679,2917.0,,,,2282.310688,-207.689312,2490.0,1600.302713,-164.697287,1765.0
blocks,001,Alamance,872a8b063ffffff,274.465131,-36.534869,311.0,,,,100.261985,-6.738015,107.0,609.598783,-16.401217,626.0,,,,1095.622829,-67.377171,1163.0,,,,866.746768,-43.253232,910.0,630.335667,-16.664333,647.0
blocks,001,Alamance,872a8b064ffffff,176.480537,-12.519463,189.0,,,,244.432937,-11.567063,256.0,2572.134292,-138.865708,2711.0,,,,3149.604986,-173.395014,3323.0,,,,2631.928493,-141.071507,2773.0,2617.964355,-138.035645,2756.0
blocks,001,Alamance,872a8b065ffffff,1701.222631,36.222631,1665.0,,,,641.535093,-0.464907,642.0,2468.116024,-58.883976,2527.0,,,,5153.66503,-19.33497,5173.0,,,,3957.662196,-63.337804,4021.0,2564.718764,-56.281236,2621.0
blocks,001,Alamance,872a8b066ffffff,250.188016,20.188016,230.0,,,,161.177509,18.177509,143.0,2691.258557,155.258557,2536.0,,,,3351.80738,214.80738,3137.0,,,,2808.757021,194.757021,2614.0,2722.75849,159.75849,2563.0
blocks,001,Alamance,872a8b068ffffff,9.758756,-9.241244,19.0,,,,12.934733,-9.065267,22.0,296.258925,-271.741075,568.0,,,,330.399955,-295.600045,626.0,,,,271.846895,-238.153105,510.0,297.016242,-272.983758,570.0
blocks,001,Alamance,872a8b069ffffff,2.964967,2.964967,0.0,,,,9.727992,-1.272008,11.0,342.403413,3.403413,339.0,,,,362.07215,5.07215,357.0,,,,295.436599,2.436599,293.0,349.673436,3.673436,346.0
blocks,001,Alamance,872a8b06affffff,43.774112,-28.225888,72.0,,,,30.839055,-12.160945,43.0,570.466297,-243.533703,814.0,,,,683.360128,-292.639872,976.0,,,,522.647761,-219.352239,742.0,572.508099,-244.491901,817.0
blocks,001,Alamance,872a8b06bffffff,2.719013,-2.280987,5.0,,,,8.787649,2.787649,6.0,153.737661,-20.262339,174.0,,,,171.876667,-17.123333,189.0,,,,139.91148,-19.08852,159.0,155.737661,-20.262339,176.0
blocks,001,Alamance,872a8b06cffffff,109.067093,-9.932907,119.0,,,,95.275723,-15.724277,111.0,457.992237,-6.007763,464.0,,,,689.597425,-35.402575,725.0,,,,481.974429,-19.025571,501.0,478.238162,-8.761838,487.0
blocks,001,Alamance,872a8b06dffffff,31.524335,26.524335,5.0,,,,27.880895,13.880895,14.0,459.620875,117.620875,342.0,,,,535.208089,167.208089,368.0,,,,412.225227,122.225227,290.0,463.216744,117.216744,346.0
blocks,001,Alamance,872a8b06effffff,36.482289,25.482289,11.0,,,,44.20388,22.20388,22.0,427.377492,274.377492,153.0,,,,532.536355,330.536355,202.0,,,,425.754797,250.754797,175.0,436.258896,277.258896,159.0
blocks,001,Alamance,872a8b070ffffff,1.252644,1.252644,0.0,,,,2.050627,2.050627,0.0,7.903443,7.903443,0.0,,,,11.418002,11.418002,0.0,,,,9.019193,9.019193,0.0,8.14419,8.14419,0.0
blocks,001,Alamance,872a8b071ffffff,322.463881,47.463881,275.0,,,,197.228183,28.228183,169.0,1137.396707,200.396707,937.0,,,,1892.603929,292.603929,1600.0,,,,1399.038562,256.038562,1143.0,1180.428261,201.428261,979.0
blocks,001,Alamance,872a8b074ffffff,115.381132,3.381132,112.0,,,,94.258664,2.258664,92.0,1080.777361,37.777361,1043.0,,,,1391.079944,41.079944,1350.0,,,,1116.725999,31.725999,1085.0,1095.812061,37.812061,1058.0
blocks,001,Alamance,872a8b075ffffff,190.344254,26.344254,164.0,,,,139.337733,-9.662267,149.0,2571.399198,-1.600802,2573.0,,,,3019.419095,26.419095,2993.0,,,,2570.411699,20.411699,2550.0,2590.321128,-2.678872,2593.0
blocks,001,Alamance,872a8b108ffffff,0.309865,0.309865,0.0,,,,0.474005,0.474005,0.0,2.233703,2.233703,0.0,,,,3.201365,3.201365,0.0,,,,2.234937,2.234937,0.0,2.233703,2.233703,0.0
blocks,001,Alamance,872a8b109ffffff,4.923888,-0.076112,5.0,,,,7.762194,0.762194,7.0,59.922041,5.922041,54.0,,,,74.26997,6.26997,68.0,,,,57.866192,2.866192,55.0,62.46143,4.46143,58.0
blocks,001,Alamance,872a8b10cffffff,3.463729,1.463729,2.0,,,,3.229762,2.229762,1.0,75.642906,-26.357094,102.0,,,,96.178715,-22.821285,119.0,,,,65.738223,-14.261777,80.0,76.270595,-26.729405,103.0
blocks,001,Alamance,872a8b10dffffff,11.198354,1.198354,10.0,,,,13.409049,-4.590951,18.0,114.429781,10.429781,104.0,,,,148.616405,5.616405,143.0,,,,114.339926,5.339926,109.0,114.429781,10.429781,104.0
blocks,001,Alamance,872a8b129ffffff,0.0,0.0,0.0,,,,5.255316,0.255316,5.0,53.640824,-15.359176,69.0,,,,63.984695,-15.015305,79.0,,,,55.521244,-11.478756,67.0,55.645458,-15.354542,71.0
blocks,001,Alamance,872a8b12affffff,0.0,0.0,0.0,,,,0.090632,0.090632,0.0,8.700652,8.700652,0.0,,,,9.60697,9.60697,0.0,,,,6.616121,6.616121,0.0,8.791284,8.791284,0.0
blocks,001,Alamance,872a8b12bffffff,0.0,0.0,0.0,,,,6.610353,-2.389647,9.0,118.614963,-11.385037,130.0,,,,132.134288,-12.865712,145.0,,,,103.226209,-13.773791,117.0,118.896642,-11.103358,130.0
blocks,001,Alamance,872a8b140ffffff,26.84098,-9.15902,36.0,,,,10.245535,-2.754465,13.0,308.218917,-88.781083,397.0,,,,359.696581,-103.303419,463.0,,,,291.433199,-84.566801,376.0,310.765129,-90.234871,401.0
blocks,001,Alamance,872a8b141ffffff,30.980555,15.980555,15.0,,,,58.153611,10.153611,48.0,601.254019,24.254019,577.0,,,,736.766461,50.766461,686.0,,,,560.319037,27.319037,533.0,617.557269,22.557269,595.0
blocks,001,Alamance,872a8b142ffffff,23.0518,4.0518,19.0,,,,9.160491,7.160491,2.0,172.53742,82.53742,90.0,,,,214.035163,99.035163,115.0,,,,170.718601,77.718601,93.0,173.962202,83.962202,90.0
blocks,001,Alamance,872a8b143ffffff,39.602951,20.602951,19.0,,,,29.139224,15.139224,14.0,466.662712,32.662712,434.0,,,,554.132341,74.132341,480.0,,,,427.820767,58.820767,369.0,472.845088,33.845088,439.0
blocks,001,Alamance,872a8b144ffffff,13.13428,-0.86572,14.0,,,,5.547548,-2.452452,8.0,240.81587,5.81587,235.0,,,,261.184197,3.184197,258.0,,,,213.532816,2.532816,211.0,243.973923,3.973923,240.0
blocks,001,Alamance,872a8b145ffffff,6.083774,2.083774,4.0,,,,20.174179,3.174179,17.0,324.513815,34.513815,290.0,,,,356.512104,43.512104,313.0,,,,293.441044,38.441044,255.0,328.390091,38.390091,290.0
blocks,001,Alamance,872a8b146ffffff,20.613205,3.613205,17.0,,,,4.344135,-1.655865,6.0,266.912702,3.912702,263.0,,,,304.222498,5.222498,299.0,,,,249.54685,6.54685,243.0,267.439865,4.439865,263.0
blocks,001,Alamance,872a8b148ffffff,2864.347715,162.347715,2702.0,,,,1418.436161,15.436161,1403.0,726.39991,35.39991,691.0,,,,5232.653573,222.653573,5010.0,,,,3909.346074,170.346074,3739.0,841.722841,33.722841,808.0
blocks,001,Alamance,872a8b149ffffff,1490.184165,108.184165,1382.0,,,,1817.056832,57.056832,1760.0,1530.951939,42.951939,1488.0,,,,5111.784992,220.784992,4891.0,,,,3954.190943,151.190943,3803.0,1700.901187,52.901187,1648.0
blocks,001,Alamance,872a8b14affffff,1192.613526,16.613526,1176.0,,,,929.821905,-2.178095,932.0,2025.218478,57.218478,1968.0,,,,4360.990887,80.990887,4280.0,,,,3398.583262,61.583262,3337.0,2171.491141,57.491141,2114.0
blocks,001,Alamance,872a8b14bffffff,1244.236458,-48.763542,1293.0,,,,783.205097,5.205097,778.0,2340.188201,73.188201,2267.0,,,,4656.312094,26.312094,4630.0,,,,3646.283415,48.283415,3598.0,2430.816709,70.816709,2360.0
blocks,001,Alamance,872a8b14cffffff,550.573836,-173.426164,724.0,,,,288.878965,-56.121035,345.0,456.889299,-94.110701,551.0,,,,1389.173026,-335.826974,1725.0,,,,1008.333942,-244.666058,1253.0,484.794739,-97.205261,582.0
blocks,001,Alamance,872a8b14dffffff,1534.371939,-110.628061,1645.0,,,,985.541555,18.541555,967.0,763.936343,51.936343,712.0,,,,3414.798367,-41.201633,3456.0,,,,2440.443632,-20.556368,2461.0,819.819543,52.819543,767.0
blocks,001,Alamance,872a8b14effffff,768.223343,32.223343,736.0,,,,533.009845,13.009845,520.0,873.873322,-49.126678,923.0,,,,2276.000616,-6.999384,2283.0,,,,1592.703453,-1.296547,1594.0,923.585983,-49.414017,973.0
blocks,001,Alamance,872a8b150ffffff,72.449952,0.449952,72.0,,,,32.272305,-5.727695,38.0,454.801466,-92.198534,547.0,,,,575.964525,-103.035475,679.0,,,,442.297898,-81.702102,524.0,464.577645,-95.422355,560.0
blocks,001,Alamance,872a8b151ffffff,73.114126,-7.885874,81.0,,,,37.132293,-10.867707,48.0,371.70498,-79.29502,451.0,,,,522.195161,-104.804839,627.0,,,,397.957029,-86.042971,484.0,379.509269,-82.490731,462.0
blocks,001,Alamance,872a8b153ffffff,6.303581,5.303581,1.0,,,,1.203928,0.203928,1.0,83.979847,38.979847,45.0,,,,96.70898,45.70898,51.0,,,,75.321066,37.321066,38.0,84.166129,39.166129,45.0
blocks,001,Alamance,872a8b154ffffff,4.905619,1.905619,3.0,,,,8.99393,2.99393,6.0,299.203641,4.203641,295.0,,,,324.21248,11.21248,313.0,,,,263.77986,6.77986,257.0,302.241127,6.241127,296.0
blocks,001,Alamance,872a8b155ffffff,25.718913,2.718913,23.0,,,,21.622457,8.622457,13.0,199.001717,69.001717,130.0,,,,272.426399,80.426399,192.0,,,,212.188282,74.188282,138.0,201.578617,71.578617,130.0
blocks,001,Alamance,872a8b156ffffff,2.274517,2.274517,0.0,,,,4.254084,4.254084,0.0,84.026152,84.026152,0.0,,,,94.154755,94.154755,0.0,,,,73.408342,73.408342,0.0,86.349394,86.349394,0.0
blocks,001,Alamance,872a8b158ffffff,83.531228,-0.468772,84.0,,,,32.779921,0.779921,32.0,723.151083,21.151083,702.0,,,,905.13819,22.13819,883.0,,,,660.463527,17.463527,643.0,728.640475,21.640475,707.0
blocks,001,Alamance,872a8b159ffffff,261.87281,-24.12719,286.0,,,,223.738769,-30.261231,254.0,2653.935485,-161.064515,2815.0,,,,3340.670498,-230.329502,3571.0,,,,3082.464379,-220.535621,3303.0,2717.62402,-169.37598,2887.0
blocks,001,Alamance,872a8b15affffff,438.050372,12.050372,426.0,,,,151.078674,35.078674,116.0,1254.747674,89.747674,1165.0,,,,1959.858895,142.858895,1817.0,,,,1378.289134,106.289134,1272.0,1276.620163,89.620163,1187.0
blocks,001,Alamance,872a8b15bffffff,497.535216,-22.464784,520.0,,,,342.258881,-28.741119,371.0,4691.980975,-48.019025,4740.0,,,,5891.133328,-109.866672,6001.0,,,,5454.317542,-59.682458,5514.0,4812.221508,-46.778492,4859.0
blocks,001,Alamance,872a8b15cffffff,23.654636,-9.345364,33.0,,,,15.96027,-5.03973,21.0,492.05703,-220.94297,713.0,,,,543.955045,-238.044955,782.0,,,,442.231137,-201.768863,644.0,494.891363,-221.108637,716.0
blocks,001,Alamance,872a8b15dffffff,275.57544,-0.42456,276.0,,,,303.379104,-14.620896,318.0,1534.777741,-17.222259,1552.0,,,,2236.029377,-40.970623,2277.0,,,,1685.850179,-30.149821,1716.0,1580.773544,-18.226456,1599.0
blocks,001,Alamance,872a8b15effffff,8.339857,-2.660143,11.0,,,,13.833925,1.833925,12.0,275.780156,75.780156,200.0,,,,318.10681,80.10681,238.0,,,,249.007542,67.007542,182.0,278.937471,75.937471,203.0
blocks,001,Alamance,872a8b160ffffff,0.820145,-0.179855,1.0,,,,2.323924,-1.676076,4.0,109.344494,-45.655506,155.0,,,,118.507234,-50.492766,169.0,,,,103.750515,-45.249485,149.0,109.362817,-45.637183,155.0
blocks,001,Alamance,872a8b161ffffff,18.609035,4.609035,14.0,,,,6.303945,1.303945,5.0,142.235078,97.235078,45.0,,,,172.232667,107.232667,65.0,,,,134.365775,87.365775,47.0,142.521779,97.521779,45.0
blocks,001,Alamance,872a8b162ffffff,11.542073,6.542073,5.0,,,,0.748236,0.748236,0.0,86.844449,41.844449,45.0,,,,101.213092,49.213092,52.0,,,,87.759924,37.759924,50.0,87.39276,42.39276,45.0
blocks,001,Alamance,872a8b163ffffff,15.873492,-10.126508,26.0,,,,3.024357,1.024357,2.0,122.015884,8.015884,114.0,,,,144.789108,-0.210892,145.0,,,,124.157099,0.157099,124.0,122.015884,8.015884,114.0
blocks,001,Alamance,872a8b164ffffff,3.200529,-0.799471,4.0,,,,0.481611,0.481611,0.0,91.204872,-24.795128,116.0,,,,96.44061,-24.55939,121.0,,,,82.744231,-21.255769,104.0,91.204872,-24.795128,116.0
blocks,001,Alamance,872a8b165ffffff,5.049281,0.049281,5.0,,,,3.679872,1.679872,2.0,74.583163,1.583163,73.0,,,,90.783395,4.783395,86.0,,,,72.054355,2.054355,70.0,75.137691,1.137691,74.0
blocks,001,Alamance,872a8b166ffffff,2.493853,-0.506147,3.0,,,,3.726233,-2.273767,6.0,66.074249,-11.925751,78.0,,,,71.751786,-14.248214,86.0,,,,57.773027,-9.226973,67.0,67.747354,-13.252646,81.0
blocks,001,Alamance,872a8b168ffffff,20.943423,-0.056577,21.0,,,,7.210372,5.210372,2.0,112.612011,52.612011,60.0,,,,147.582464,60.582464,87.0,,,,122.545683,49.545683,73.0,114.038928,52.038928,62.0
blocks,001,Alamance,872a8b169ffffff,43.198531,32.198531,11.0,,,,83.031988,60.031988,23.0,138.871636,40.871636,98.0,,,,272.871829,134.871829,138.0,,,,210.282229,103.282229,107.0,147.075728,47.075728,100.0
blocks,001,Alamance,872a8b16affffff,1.766296,0.766296,1.0,,,,29.870702,-2.129298,32.0,252.504269,-67.495731,320.0,,,,286.639627,-68.360373,355.0,,,,230.125431,-54.874569,285.0,253.482805,-66.517195,320.0
blocks,001,Alamance,872a8b16bffffff,22.959851,-10.040149,33.0,,,,21.057808,-2.942192,24.0,273.029473,25.029473,248.0,,,,329.086307,11.086307,318.0,,,,272.128175,2.128175,270.0,276.224456,25.224456,251.0
blocks,001,Alamance,872a8b16cffffff,15.818565,-0.181435,16.0,,,,4.825803,-2.174197,7.0,81.099688,-4.900312,86.0,,,,102.970289,-7.029711,110.0,,,,82.383987,-3.616013,86.0,81.406682,-4.593318,86.0
blocks,001,Alamance,872a8b16dffffff,73.86843,-12.13157,86.0,,,,7.332328,0.332328,7.0,139.529601,1.529601,138.0,,,,234.103947,-12.896053,247.0,,,,196.718095,-12.281905,209.0,139.918261,1.918261,138.0
blocks,001,Alamance,872a8b16effffff,5.01502,1.01502,4.0,,,,0.5183,0.5183,0.0,137.082493,-70.917507,208.0,,,,146.63447,-73.36553,220.0,,,,122.585213,-60.414787,183.0,137.269049,-70.730951,208.0
blocks,001,Alamance,872a8b170ffffff,15.552236,-0.447764,16.0,,,,11.011239,-5.988761,17.0,145.803707,-77.196293,223.0,,,,175.211353,-85.788647,261.0,,,,141.031718,-58.968282,200.0,148.822739,-79.177261,228.0
blocks,001,Alamance,872a8b171ffffff,24.062059,-4.937941,29.0,,,,4.816488,-0.183512,5.0,161.597483,-17.402517,179.0,,,,197.27018,-24.72982,222.0,,,,166.143112,-17.856888,184.0,162.428519,-16.571481,179.0
blocks,001,Alamance,872a8b172ffffff,22.386223,2.386223,20.0,,,,11.587525,3.587525,8.0,257.850076,124.850076,133.0,,,,297.081996,131.081996,166.0,,,,236.970952,108.970952,128.0,258.77704,125.77704,133.0
blocks,001,Alamance,872a8b173ffffff,52.914892,-5.085108,58.0,,,,3.955922,-2.044078,6.0,185.740821,-61.259179,247.0,,,,254.682509,-69.317491,324.0,,,,223.308456,-61.691544,285.0,185.740821,-61.259179,247.0
blocks,001,Alamance,872a8b174ffffff,4.821592,0.821592,4.0,,,,2.937088,0.937088,2.0,97.484904,26.484904,71.0,,,,106.164535,29.164535,77.0,,,,81.564451,22.564451,59.0,98.942645,26.942645,72.0
blocks,001,Alamance,872a8b175ffffff,10.346731,4.346731,6.0,,,,4.108898,4.108898,0.0,79.236906,72.236906,7.0,,,,96.400542,83.400542,13.0,,,,69.573323,63.573323,6.0,80.941588,73.941588,7.0
blocks,001,Alamance,872a8b176ffffff,5.44386,3.44386,2.0,,,,5.051282,4.051282,1.0,202.666104,13.666104,189.0,,,,214.430661,22.430661,192.0,,,,171.859904,12.859904,159.0,204.224662,15.224662,189.0
blocks,001,Alamance,872a8b224ffffff,2.25974,-1.74026,4.0,,,,5.183573,-1.816427,7.0,43.651141,-15.348859,59.0,,,,54.486581,-18.513419,73.0,,,,38.421137,-13.578863,52.0,43.651141,-15.348859,59.0
